DS571145	9962	10052	2	2	0	27	0	70
DS571145	13994	14048	2	2	0	4	0	71
DS571145	23459	23515	2	2	0	19	0	71
DS571145	23807	23863	2	2	0	5	0	48
DS571145	31887	32316	1	1	0	2	0	62
DS571145	32852	32900	1	1	0	1	0	21
DS571145	34069	34112	2	2	0	35	0	70
DS571145	34583	34633	1	1	0	50	0	75
DS571145	43174	43332	2	2	0	1	0	28
DS571145	49242	49288	1	1	0	6	0	71
DS571145	62014	62082	2	2	0	6	0	64
DS571145	68074	68208	2	2	0	1	0	67
DS571145	68089	68208	2	2	0	1	0	48
DS571145	68835	68886	1	1	0	128	0	75
DS571145	69498	69562	1	1	0	4	0	50
DS571145	71619	71680	2	2	0	5	0	74
DS571145	71896	71953	2	2	0	23	0	74
DS571145	73101	73163	1	1	0	48	0	75
DS571145	76637	76684	1	1	0	5	0	57
DS571145	87005	87055	1	1	0	57	0	75
DS571145	88466	88610	2	2	0	1	0	63
DS571145	96497	96550	2	2	0	6	0	70
DS571145	97048	97154	2	2	0	2	0	30
DS571145	98902	98952	1	1	0	23	0	75
DS571145	107720	107770	1	1	0	512	0	74
DS571145	119994	120041	2	2	0	38	0	71
DS571145	121813	121863	2	2	0	45	0	74
DS571145	123248	123303	1	1	0	8	0	75
DS571145	128135	128186	2	2	0	20	0	69
DS571145	128410	128457	2	2	0	21	0	69
DS571145	130123	130182	2	2	0	28	0	74
DS571145	131307	131353	1	1	0	6	0	71
DS571145	136138	136198	2	2	0	6	0	51
DS571145	136562	136613	2	2	0	4	0	67
DS571145	136903	137340	2	2	0	14	0	69
DS571145	147298	147361	1	1	0	5	0	53
DS571145	151790	151982	2	2	0	2	0	62
DS571145	154993	155043	1	1	0	29	0	75
DS571145	155422	155483	1	1	0	3	0	27
DS571145	155698	155763	1	1	0	4	0	49
DS571145	161734	161815	2	2	0	3	0	50
DS571145	168231	168295	1	1	0	1	0	32
DS571145	172951	172997	2	2	0	2	0	62
DS571145	179706	179755	1	1	0	7	0	50
DS571145	185928	185978	1	1	0	1	0	55
DS571145	193011	193098	1	1	0	1	0	24
DS571145	196146	196433	1	1	0	2	0	72
DS571145	199365	199422	1	1	0	18	0	62
DS571145	204589	204651	2	2	0	3	0	61
DS571145	205626	205674	2	2	0	6	0	55
DS571145	212469	212519	2	2	0	11	0	74
DS571145	220395	220471	2	2	0	2	0	65
DS571145	220421	220471	2	2	0	26	0	72
DS571145	224178	224225	2	2	0	15	0	67
DS571145	227484	227544	1	1	0	8	0	62
DS571145	229142	229302	2	2	0	1	0	32
DS571145	231517	231622	2	2	0	19	0	62
DS571145	251110	251215	1	1	0	4	0	75
DS571145	251201	251251	2	2	0	10	0	71
DS571145	251543	251695	2	2	0	1	0	55
DS571145	251587	251649	1	1	0	2	0	67
DS571145	251635	251695	2	2	0	39	0	74
DS571145	252297	252364	1	1	0	77	0	74
DS571145	265439	265491	2	2	0	25	0	68
DS571145	279258	279309	1	1	0	1	0	12
DS571145	279258	279395	1	1	0	460	0	75
DS571145	280643	280714	1	1	0	3	0	69
DS571145	284674	284735	1	1	0	36	0	73
DS571145	289243	289296	1	1	0	1	0	36
DS571145	293698	293748	2	2	0	11	0	73
DS571145	294120	294175	1	1	0	1	0	19
DS571145	294134	294192	2	2	0	1	0	28
DS571145	298372	298419	1	1	0	24	0	74
DS571145	299313	299367	1	1	0	27	0	72
DS571145	312213	312271	2	2	0	4	0	53
DS571145	313305	313347	1	1	0	2	0	21
DS571145	313305	313358	1	1	0	150	0	75
DS571145	313907	313954	1	1	0	66	0	74
